Serv 15-25,Show 5-14,Hosp 5-14,Enc 5-14,Giv 5-14,$Serv_15_25_Show_5_14_Hosp_5_14_Enc_5_14_Giv_5_14
Serv 15-25,Show 15-25,Hosp 5-14,Enc 5-14,Giv 5-14,$Serv_15_25_Show_15_25_Hosp_5_14_Enc_5_14_Giv_5_14
Serv 15-25,Show 15-25,Hosp 15-25,Enc 5-14,Giv 5-14,$Serv_15_25_Show_15_25_Hosp_15_25_Enc_5_14_Giv_5_14
Serv 15-25,Show 15-25,Hosp 15-25,Enc 15-25,Giv 5-14,$Serv_15_25_Show_15_25_Hosp_15_25_Enc_15_25_Giv_5_14
Serv 15-25,Show 15-25,Hosp 15-25,Enc 15-25,Giv 15-25,$Serv_15_25_Show_15_25_Hosp_15_25_Enc_15_25_Giv_15_25
Serv 5-14,Show 15-25,Hosp 15-25,Enc 15-25,Giv 15-25,$Serv_5_14_Show_15_25_Hosp_15_25_Enc_15_25_Giv_15_25
Serv 5-14,Show 5-14,Hosp 15-25,Enc 15-25,Giv 15-25,$Serv_5_14_Show_5_14_Hosp_15_25_Enc_15_25_Giv_15_25
Serv 5-14,Show 5-14,Hosp 5-14,Enc 15-25,Giv 15-25,$Serv_5_14_Show_5_14_Hosp_5_14_Enc_15_25_Giv_15_25
Serv 5-14,Show 5-14,Hosp 5-14,Enc 5-14,Giv 15-25,$Serv_5_14_Show_5_14_Hosp_5_14_Enc_5_14_Giv_15_25
Serv 5-14,Show 5-14,Hosp 5-14,Enc 5-14,Giv 5-14,$Serv_5_14_Show_5_14_Hosp_5_14_Enc_5_14_Giv_5_14
Serv 5-14,Show 15-25,Hosp 5-14,Enc 5-14,Giv 5-14,$Serv_5_14_Show_15_25_Hosp_5_14_Enc_5_14_Giv_5_14
Serv 15-25,Show 15-25,Hosp 5-14,Enc 15-25,Giv 5-14,$Serv_15_25_Show_15_25_Hosp_5_14_Enc_15_25_Giv_5_14
Serv 5-14,Show 15-25,Hosp 15-25,Enc 15-25,Giv 5-14,$Serv_5_14_Show_15_25_Hosp_15_25_Enc_15_25_Giv_5_14
Serv 15-25,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,$Serv_15_25_Show_15_25_Hosp_5_14_Enc_5_14_Giv_15_25
Serv 5-14,Show 5-14,Hosp 15-25,Enc 5-14,Giv 5-14,$Serv_5_14_Show_5_14_Hosp_15_25_Enc_5_14_Giv_5_14
Serv 5-14,Show 5-14,Hosp 5-14,Enc 15-25,Giv 5-14,$Serv_5_14_Show_5_14_Hosp_5_14_Enc_15_25_Giv_5_14
Serv 15-25,Show 5-14,Hosp 15-25,Enc 15-25,Giv 15-25,$Serv_15_25_Show_5_14_Hosp_15_25_Enc_15_25_Giv_15_25
Serv 15-25,Show 15-25,Hosp 5-14,Enc 15-25,Giv 15-25,$Serv_15_25_Show_15_25_Hosp_5_14_Enc_15_25_Giv_15_25
Serv 15-25,Show 15-25,Hosp 15-25,Enc 5-14,Giv 15-25,$Serv_15_25_Show_15_25_Hosp_15_25_Enc_5_14_Giv_15_25
Serv 5-14,Show 15-25,Hosp 5-14,Enc 15-25,Giv 5-14,$Serv_5_14_Show_15_25_Hosp_5_14_Enc_15_25_Giv_5_14
Serv 15-25,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,$Serv_15_25_Show_15_25_Hosp_5_14_Enc_5_14_Giv_15_25
Serv 15-25,Show 5-14,Hosp 15-25,Enc 15-25,Giv 5-14,$Serv_15_25_Show_5_14_Hosp_15_25_Enc_15_25_Giv_5_14
Serv 15-25,Show 5-14,Hosp 5-14,Enc 5-14,Giv 15-25,$Serv_15_25_Show_5_14_Hosp_5_14_Enc_5_14_Giv_15_25
Serv 15-25,Show 5-14,Hosp 15-25,Enc 5-14,Giv 15-25,$Serv_15_25_Show_5_14_Hosp_15_25_Enc_5_14_Giv_15_25
Serv 15-25,Show 5-14,Hosp 5-14,Enc 15-25,Giv 15-25,$Serv_15_25_Show_5_14_Hosp_5_14_Enc_15_25_Giv_15_25
Serv 5-14,Show 15-25,Hosp 15-25,Enc 5-14,Giv 5-14,$Serv_5_14_Show_15_25_Hosp_15_25_Enc_5_14_Giv_5_14
Serv 5-14,Show 15-25,Hosp 15-25,Enc 5-14,Giv 15-25,$Serv_5_14_Show_15_25_Hosp_15_25_Enc_5_14_Giv_15_25
Serv 15-25,Show 5-14,Hosp 5-14,Enc 15-25,Giv 5-14,$Serv_15_25_Show_5_14_Hosp_5_14_Enc_15_25_Giv_5_14
Serv 15-25,Show 5-14,Hosp 15-25,Enc 5-14,Giv 5-14,$Serv_15_25_Show_5_14_Hosp_15_25_Enc_5_14_Giv_5_14
Serv 5-14,Show 5-14,Hosp 15-25,Enc 5-14,Giv 15-25,$Serv_5_14_Show_5_14_Hosp_15_25_Enc_5_14_Giv_15_25
Serv 5-14,Show 5-14,Hosp 15-25,Enc 15-25,Giv 5-14,$Serv_5_14_Show_5_14_Hosp_15_25_Enc_15_25_Giv_5_14
Serv 5-14,Show 15-25,Hosp 5-14,Enc 15-25,Giv 15-25,$Serv_5_14_Show_15_25_Hosp_5_14_Enc_15_25_Giv_15_25
Serv 5-14,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,$Serv_5_14_Show_15_25_Hosp_5_14_Enc_5_14_Giv_15_25
Wis 15-25,Know 5-14,Prop 5-14,Tea 5-14,Evan 5-14,$Wis_15_25_Know_5_14_Prop_5_14_Tea_5_14_Evan_5_14
Wis 15-25,Know 15-25,Prop 5-14,Tea 5-14,Evan 5-14,$Wis_15_25_Know_15_25_Prop_5_14_Tea_5_14_Evan_5_14
Wis 15-25,Know 15-25,Prop 15-25,Tea 5-14,Evan 5-14,$Wis_15_25_Know_15_25_Prop_15_25_Tea_5_14_Evan_5_14
Wis 15-25,Know 15-25,Prop 15-25,Tea 15-25,Evan 5-14,$Wis_15_25_Know_15_25_Prop_15_25_Tea_15_25_Evan_5_14
Wis 15-25,Know 15-25,Prop 15-25,Tea 15-25,Evan 15-25,$Wis_15_25_Know_15_25_Prop_15_25_Tea_15_25_Evan_15_25
Wis 5-14,Know 15-25,Prop 15-25,Tea 15-25,Evan 15-25,$Wis_5_14_Know_15_25_Prop_15_25_Tea_15_25_Evan_15_25
Wis 5-14,Know 5-14,Prop 15-25,Tea 15-25,Evan 15-25,$Wis_5_14_Know_5_14_Prop_15_25_Tea_15_25_Evan_15_25
Wis 5-14,Know 5-14,Prop 5-14,Tea 15-25,Evan 15-25,$Wis_5_14_Know_5_14_Prop_5_14_Tea_15_25_Evan_15_25
Wis 5-14,Know 5-14,Prop 5-14,Tea 5-14,Evan 15-25,$Wis_5_14_Know_5_14_Prop_5_14_Tea_5_14_Evan_15_25
Wis 5-14,Know 5-14,Prop 5-14,Tea 5-14,Evan 5-14,$Wis_5_14_Know_5_14_Prop_5_14_Tea_5_14_Evan_5_14
Wis 5-14,Know 15-25,Prop 5-14,Tea 5-14,Evan 5-14,$Wis_5_14_Know_15_25_Prop_5_14_Tea_5_14_Evan_5_14
Wis 15-25,Know 15-25,Prop 5-14,Tea 15-25,Evan 5-14,$Wis_15_25_Know_15_25_Prop_5_14_Tea_15_25_Evan_5_14
Wis 5-14,Know 15-25,Prop 15-25,Tea 15-25,Evan 5-14,$Wis_5_14_Know_15_25_Prop_15_25_Tea_15_25_Evan_5_14
Wis 15-25,Know 15-25,Prop 5-14,Tea 5-14,Evan 15-25,$Wis_15_25_Know_15_25_Prop_5_14_Tea_5_14_Evan_15_25
Wis 5-14,Know 5-14,Prop 15-25,Tea 5-14,Evan 5-14,$Wis_5_14_Know_5_14_Prop_15_25_Tea_5_14_Evan_5_14
Wis 5-14,Know 5-14,Prop 5-14,Tea 15-25,Evan 5-14,$Wis_5_14_Know_5_14_Prop_5_14_Tea_15_25_Evan_5_14
Wis 15-25,Know 5-14,Prop 15-25,Tea 15-25,Evan 15-25,$Wis_15_25_Know_5_14_Prop_15_25_Tea_15_25_Evan_15_25
Wis 15-25,Know 15-25,Prop 5-14,Tea 15-25,Evan 15-25,$Wis_15_25_Know_15_25_Prop_5_14_Tea_15_25_Evan_15_25
Wis 15-25,Know 15-25,Prop 15-25,Tea 5-14,Evan 15-25,$Wis_15_25_Know_15_25_Prop_15_25_Tea_5_14_Evan_15_25
Wis 5-14,Know 15-25,Prop 5-14,Tea 15-25,Evan 5-14,$Wis_5_14_Know_15_25_Prop_5_14_Tea_15_25_Evan_5_14
Wis 15-25,Know 15-25,Prop 5-14,Tea 5-14,Evan 15-25,$Wis_15_25_Know_15_25_Prop_5_14_Tea_5_14_Evan_15_25
Wis 15-25,Know 5-14,Prop 15-25,Tea 15-25,Evan 5-14,$Wis_15_25_Know_5_14_Prop_15_25_Tea_15_25_Evan_5_14
Wis 15-25,Know 5-14,Prop 5-14,Tea 5-14,Evan 15-25,$Wis_15_25_Know_5_14_Prop_5_14_Tea_5_14_Evan_15_25
Wis 15-25,Know 5-14,Prop 15-25,Tea 5-14,Evan 15-25,$Wis_15_25_Know_5_14_Prop_15_25_Tea_5_14_Evan_15_25
Wis 15-25,Know 5-14,Prop 5-14,Tea 15-25,Evan 15-25,$Wis_15_25_Know_5_14_Prop_5_14_Tea_15_25_Evan_15_25
Wis 5-14,Know 15-25,Prop 15-25,Tea 5-14,Evan 5-14,$Wis_5_14_Know_15_25_Prop_15_25_Tea_5_14_Evan_5_14
Wis 5-14,Know 15-25,Prop 15-25,Tea 5-14,Evan 15-25,$Wis_5_14_Know_15_25_Prop_15_25_Tea_5_14_Evan_15_25
Wis 15-25,Know 5-14,Prop 5-14,Tea 15-25,Evan 5-14,$Wis_15_25_Know_5_14_Prop_5_14_Tea_15_25_Evan_5_14
Wis 15-25,Know 5-14,Prop 15-25,Tea 5-14,Evan 5-14,$Wis_15_25_Know_5_14_Prop_15_25_Tea_5_14_Evan_5_14
Wis 5-14,Know 5-14,Prop 15-25,Tea 5-14,Evan 15-25,$Wis_5_14_Know_5_14_Prop_15_25_Tea_5_14_Evan_15_25
Wis 5-14,Know 5-14,Prop 15-25,Tea 15-25,Evan 5-14,$Wis_5_14_Know_5_14_Prop_15_25_Tea_15_25_Evan_5_14
Wis 5-14,Know 15-25,Prop 5-14,Tea 15-25,Evan 15-25,$Wis_5_14_Know_15_25_Prop_5_14_Tea_15_25_Evan_15_25
Wis 5-14,Know 15-25,Prop 5-14,Tea 5-14,Evan 15-25,$Wis_5_14_Know_15_25_Prop_5_14_Tea_5_14_Evan_15_25
Adm 15-25,Lead 5-14,Pas 5-14,Apos 5-14,Faith 5-14,$Adm_15_25_Lead_5_14_Pas_5_14_Apos_5_14_Faith_5_14
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 5-14,$Adm_15_25_Lead_15_25_Pas_5_14_Apos_5_14_Faith_5_14
Adm 15-25,Lead 15-25,Pas 15-25,Apos 5-14,Faith 5-14,$Adm_15_25_Lead_15_25_Pas_15_25_Apos_5_14_Faith_5_14
Adm 15-25,Lead 15-25,Pas 15-25,Apos 15-25,Faith 5-14,$Adm_15_25_Lead_15_25_Pas_15_25_Apos_15_25_Faith_5_14
Adm 15-25,Lead 15-25,Pas 15-25,Apos 15-25,Faith 15-25,$Adm_15_25_Lead_15_25_Pas_15_25_Apos_15_25_Faith_15_25
Adm 5-14,Lead 15-25,Pas 15-25,Apos 15-25,Faith 15-25,$Adm_5_14_Lead_15_25_Pas_15_25_Apos_15_25_Faith_15_25
Adm 5-14,Lead 5-14,Pas 15-25,Apos 15-25,Faith 15-25,$Adm_5_14_Lead_5_14_Pas_15_25_Apos_15_25_Faith_15_25
Adm 5-14,Lead 5-14,Pas 5-14,Apos 15-25,Faith 15-25,$Adm_5_14_Lead_5_14_Pas_5_14_Apos_15_25_Faith_15_25
Adm 5-14,Lead 5-14,Pas 5-14,Apos 5-14,Faith 15-25,$Adm_5_14_Lead_5_14_Pas_5_14_Apos_5_14_Faith_15_25
Adm 5-14,Lead 5-14,Pas 5-14,Apos 5-14,Faith 5-14,$Adm_5_14_Lead_5_14_Pas_5_14_Apos_5_14_Faith_5_14
Adm 5-14,Lead 15-25,Pas 5-14,Apos 5-14,Faith 5-14,$Adm_5_14_Lead_15_25_Pas_5_14_Apos_5_14_Faith_5_14
Adm 15-25,Lead 15-25,Pas 5-14,Apos 15-25,Faith 5-14,$Adm_15_25_Lead_15_25_Pas_5_14_Apos_15_25_Faith_5_14
Adm 5-14,Lead 15-25,Pas 15-25,Apos 15-25,Faith 5-14,$Adm_5_14_Lead_15_25_Pas_15_25_Apos_15_25_Faith_5_14
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,$Adm_15_25_Lead_15_25_Pas_5_14_Apos_5_14_Faith_15_25
Adm 5-14,Lead 5-14,Pas 15-25,Apos 5-14,Faith 5-14,$Adm_5_14_Lead_5_14_Pas_15_25_Apos_5_14_Faith_5_14
Adm 5-14,Lead 5-14,Pas 5-14,Apos 15-25,Faith 5-14,$Adm_5_14_Lead_5_14_Pas_5_14_Apos_15_25_Faith_5_14
Adm 15-25,Lead 5-14,Pas 15-25,Apos 15-25,Faith 15-25,$Adm_15_25_Lead_5_14_Pas_15_25_Apos_15_25_Faith_15_25
Adm 15-25,Lead 15-25,Pas 5-14,Apos 15-25,Faith 15-25,$Adm_15_25_Lead_15_25_Pas_5_14_Apos_15_25_Faith_15_25
Adm 15-25,Lead 15-25,Pas 15-25,Apos 5-14,Faith 15-25,$Adm_15_25_Lead_15_25_Pas_15_25_Apos_5_14_Faith_15_25
Adm 5-14,Lead 15-25,Pas 5-14,Apos 15-25,Faith 5-14,$Adm_5_14_Lead_15_25_Pas_5_14_Apos_15_25_Faith_5_14
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,$Adm_15_25_Lead_15_25_Pas_5_14_Apos_5_14_Faith_15_25
Adm 15-25,Lead 5-14,Pas 15-25,Apos 15-25,Faith 5-14,$Adm_15_25_Lead_5_14_Pas_15_25_Apos_15_25_Faith_5_14
Adm 15-25,Lead 5-14,Pas 5-14,Apos 5-14,Faith 15-25,$Adm_15_25_Lead_5_14_Pas_5_14_Apos_5_14_Faith_15_25
Adm 15-25,Lead 5-14,Pas 15-25,Apos 5-14,Faith 15-25,$Adm_15_25_Lead_5_14_Pas_15_25_Apos_5_14_Faith_15_25
Adm 15-25,Lead 5-14,Pas 5-14,Apos 15-25,Faith 15-25,$Adm_15_25_Lead_5_14_Pas_5_14_Apos_15_25_Faith_15_25
Adm 5-14,Lead 15-25,Pas 15-25,Apos 5-14,Faith 5-14,$Adm_5_14_Lead_15_25_Pas_15_25_Apos_5_14_Faith_5_14
Adm 5-14,Lead 15-25,Pas 15-25,Apos 5-14,Faith 15-25,$Adm_5_14_Lead_15_25_Pas_15_25_Apos_5_14_Faith_15_25
Adm 15-25,Lead 5-14,Pas 5-14,Apos 15-25,Faith 5-14,$Adm_15_25_Lead_5_14_Pas_5_14_Apos_15_25_Faith_5_14
Adm 15-25,Lead 5-14,Pas 15-25,Apos 5-14,Faith 5-14,$Adm_15_25_Lead_5_14_Pas_15_25_Apos_5_14_Faith_5_14
Adm 5-14,Lead 5-14,Pas 15-25,Apos 5-14,Faith 15-25,$Adm_5_14_Lead_5_14_Pas_15_25_Apos_5_14_Faith_15_25
Adm 5-14,Lead 5-14,Pas 15-25,Apos 15-25,Faith 5-14,$Adm_5_14_Lead_5_14_Pas_15_25_Apos_15_25_Faith_5_14
Adm 5-14,Lead 15-25,Pas 5-14,Apos 15-25,Faith 15-25,$Adm_5_14_Lead_15_25_Pas_5_14_Apos_15_25_Faith_15_25
Adm 5-14,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,$Adm_5_14_Lead_15_25_Pas_5_14_Apos_5_14_Faith_15_25
Heal 15-25,Mir 5-14,Dist 5-14,Tong 5-14,Inter 5-14,$Heal_15_25_Mir_5_14_Dist_5_14_Tong_5_14_Inter_5_14
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 5-14,$Heal_15_25_Mir_15_25_Dist_5_14_Tong_5_14_Inter_5_14
Heal 15-25,Mir 15-25,Dist 15-25,Tong 5-14,Inter 5-14,$Heal_15_25_Mir_15_25_Dist_15_25_Tong_5_14_Inter_5_14
Heal 15-25,Mir 15-25,Dist 15-25,Tong 15-25,Inter 5-14,$Heal_15_25_Mir_15_25_Dist_15_25_Tong_15_25_Inter_5_14
Heal 15-25,Mir 15-25,Dist 15-25,Tong 15-25,Inter 15-25,$Heal_15_25_Mir_15_25_Dist_15_25_Tong_15_25_Inter_15_25
Heal 5-14,Mir 15-25,Dist 15-25,Tong 15-25,Inter 15-25,$Heal_5_14_Mir_15_25_Dist_15_25_Tong_15_25_Inter_15_25
Heal 5-14,Mir 5-14,Dist 15-25,Tong 15-25,Inter 15-25,$Heal_5_14_Mir_5_14_Dist_15_25_Tong_15_25_Inter_15_25
Heal 5-14,Mir 5-14,Dist 5-14,Tong 15-25,Inter 15-25,$Heal_5_14_Mir_5_14_Dist_5_14_Tong_15_25_Inter_15_25
Heal 5-14,Mir 5-14,Dist 5-14,Tong 5-14,Inter 15-25,$Heal_5_14_Mir_5_14_Dist_5_14_Tong_5_14_Inter_15_25
Heal 5-14,Mir 5-14,Dist 5-14,Tong 5-14,Inter 5-14,$Heal_5_14_Mir_5_14_Dist_5_14_Tong_5_14_Inter_5_14
Heal 5-14,Mir 15-25,Dist 5-14,Tong 5-14,Inter 5-14,$Heal_5_14_Mir_15_25_Dist_5_14_Tong_5_14_Inter_5_14
Heal 15-25,Mir 15-25,Dist 5-14,Tong 15-25,Inter 5-14,$Heal_15_25_Mir_15_25_Dist_5_14_Tong_15_25_Inter_5_14
Heal 5-14,Mir 15-25,Dist 15-25,Tong 15-25,Inter 5-14,$Heal_5_14_Mir_15_25_Dist_15_25_Tong_15_25_Inter_5_14
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,$Heal_15_25_Mir_15_25_Dist_5_14_Tong_5_14_Inter_15_25
Heal 5-14,Mir 5-14,Dist 15-25,Tong 5-14,Inter 5-14,$Heal_5_14_Mir_5_14_Dist_15_25_Tong_5_14_Inter_5_14
Heal 5-14,Mir 5-14,Dist 5-14,Tong 15-25,Inter 5-14,$Heal_5_14_Mir_5_14_Dist_5_14_Tong_15_25_Inter_5_14
Heal 15-25,Mir 5-14,Dist 15-25,Tong 15-25,Inter 15-25,$Heal_15_25_Mir_5_14_Dist_15_25_Tong_15_25_Inter_15_25
Heal 15-25,Mir 15-25,Dist 5-14,Tong 15-25,Inter 15-25,$Heal_15_25_Mir_15_25_Dist_5_14_Tong_15_25_Inter_15_25
Heal 15-25,Mir 15-25,Dist 15-25,Tong 5-14,Inter 15-25,$Heal_15_25_Mir_15_25_Dist_15_25_Tong_5_14_Inter_15_25
Heal 5-14,Mir 15-25,Dist 5-14,Tong 15-25,Inter 5-14,$Heal_5_14_Mir_15_25_Dist_5_14_Tong_15_25_Inter_5_14
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,$Heal_15_25_Mir_15_25_Dist_5_14_Tong_5_14_Inter_15_25
Heal 15-25,Mir 5-14,Dist 15-25,Tong 15-25,Inter 5-14,$Heal_15_25_Mir_5_14_Dist_15_25_Tong_15_25_Inter_5_14
Heal 15-25,Mir 5-14,Dist 5-14,Tong 5-14,Inter 15-25,$Heal_15_25_Mir_5_14_Dist_5_14_Tong_5_14_Inter_15_25
Heal 15-25,Mir 5-14,Dist 15-25,Tong 5-14,Inter 15-25,$Heal_15_25_Mir_5_14_Dist_15_25_Tong_5_14_Inter_15_25
Heal 15-25,Mir 5-14,Dist 5-14,Tong 15-25,Inter 15-25,$Heal_15_25_Mir_5_14_Dist_5_14_Tong_15_25_Inter_15_25
Heal 5-14,Mir 15-25,Dist 15-25,Tong 5-14,Inter 5-14,$Heal_5_14_Mir_15_25_Dist_15_25_Tong_5_14_Inter_5_14
Heal 5-14,Mir 15-25,Dist 15-25,Tong 5-14,Inter 15-25,$Heal_5_14_Mir_15_25_Dist_15_25_Tong_5_14_Inter_15_25
Heal 15-25,Mir 5-14,Dist 5-14,Tong 15-25,Inter 5-14,$Heal_15_25_Mir_5_14_Dist_5_14_Tong_15_25_Inter_5_14
Heal 15-25,Mir 5-14,Dist 15-25,Tong 5-14,Inter 5-14,$Heal_15_25_Mir_5_14_Dist_15_25_Tong_5_14_Inter_5_14
Heal 5-14,Mir 5-14,Dist 15-25,Tong 5-14,Inter 15-25,$Heal_5_14_Mir_5_14_Dist_15_25_Tong_5_14_Inter_15_25
Heal 5-14,Mir 5-14,Dist 15-25,Tong 15-25,Inter 5-14,$Heal_5_14_Mir_5_14_Dist_15_25_Tong_15_25_Inter_5_14
Heal 5-14,Mir 15-25,Dist 5-14,Tong 15-25,Inter 15-25,$Heal_5_14_Mir_15_25_Dist_5_14_Tong_15_25_Inter_15_25
Heal 5-14,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,$Heal_5_14_Mir_15_25_Dist_5_14_Tong_5_14_Inter_15_25
