Serv 15-25,Show 5-14,Hosp 5-14,Enc 5-14,Giv 5-14,"You display God's love by helping others wherever they have needs. Other display gifts are important to you, but you find your greatest joy in helping others or meeting specific needs they have at the moment."
Wis 5-14,Know 15-25,Prop 5-14,Tea 15-25,Evan 15-25,Your deep desire to study and learn more has empowered you to understand and retain key principles of God's mind at times. Your studies and life experience have given you the kind of insight necessary to help others. This motivates your desire to teach and share what God has taught you with others. Others will be drawn to you so you can share with them a straight forward Biblical principle or the plan of salvation.
Wis 5-14,Know 15-25,Prop 5-14,Tea 5-14,Evan 15-25,You have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. You thrive in an atmosphere where you can preach with a straight forward simple plan of salvation. Your ability to acquire knowledge and use it to proclaim the simplicity of the Gospel will have an impact on their life position.
Adm 15-25,Lead 5-14,Pas 5-14,Apos 5-14,Faith 5-14,You have been gifted with the ability to manage and oversee processes that keep the church working with efficiency and effectiveness. You will be able to help organize others and apply their gifting and talents in a way that will enhance the ministry'sfocus.
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 5-14,"You have been gifted with the ability to manage and oversee processes that keep the church working with efficiency and effectiveness. You also have the ability to organize and lead, guard, protect, and guide a ministry to insure the group runs well and is efficient. You will direct your members and try to make sure they are following the course best for the group."
Adm 15-25,Lead 15-25,Pas 15-25,Apos 5-14,Faith 5-14,"You have been gifted with the ability to organize, manage and oversee processes that keep the church working with efficiency and effectiveness. You also have the ability to organize and lead, guard, protect, and guide a ministry to insure the group runs well and is efficient. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service."
Adm 15-25,Lead 15-25,Pas 15-25,Apos 15-25,Faith 5-14,"You have been gifted with the ability to organize, manage, care for, protect and oversee processes that keep a high profile organization, managing multiple ministries, working efficiently and effectively. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service, causing many to look to you for guidance."
Adm 15-25,Lead 15-25,Pas 15-25,Apos 15-25,Faith 15-25,"You have been gifted because of your unusually strong faith with the ability to organize, protect and care for a high profile organization overseeing, and managing multiple ministries working efficiently and effectively. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service, causing many to look to you for guidance."
Adm 5-14,Lead 15-25,Pas 15-25,Apos 15-25,Faith 15-25,"You have been gifted because of your unusually strong faith with the ability to organize, protect and care for a high profile ministry overseeing, and managing multiple ministries working efficiently and effectively. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service, causing many to look to you for guidance."
Adm 5-14,Lead 5-14,Pas 15-25,Apos 15-25,Faith 15-25,"You have been gifted because of your unusually strong faith with the ability to organize, a high profile organization overseeing, and managing multiple ministries working efficiently and effectively. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service, causing many to look to you for guidance."
Adm 5-14,Lead 5-14,Pas 5-14,Apos 15-25,Faith 15-25,"You have been gifted because of your unusually strong faith with the ability to oversee a high profile organization that manages multiple ministries needing to work together efficiently and effectively. You have been provided with the insight and ability to insure the ministry and its members are cared for and directed in individual service, causing many to look to you for guidance."
Adm 5-14,Lead 5-14,Pas 5-14,Apos 5-14,Faith 15-25,Your faith stands out as something unusual and attractive to other believers. When challenged many will seek your guidance as to how they are to focus their beliefs and keep their eyes on what is important during tough times.
Adm 5-14,Lead 5-14,Pas 5-14,Apos 5-14,Faith 5-14,While you have an ability to manage your life with God's principles your greatest strengths lie in other categories that better exemplify what God created you to be and the way He created you to serve the body.
Adm 5-14,Lead 15-25,Pas 5-14,Apos 5-14,Faith 5-14,"You also have the ability to organize and lead, guard, protect, and guide a ministry to insure the group runs well and is efficient. You will direct your members and try to make sure they are following the course best for the group. Your calling should be directed to a place of service that utilizes the natural behavioral skills given by God."
Adm 15-25,Lead 15-25,Pas 5-14,Apos 15-25,Faith 5-14,"You have been gifted to oversee, lead, guard, protect, guide and speak as an authority for a specific ministry or group that is spread out or diverse in membership/culture. Your oversight of this group will be demanding, but met with Spiritual insight."
Adm 5-14,Lead 15-25,Pas 15-25,Apos 15-25,Faith 5-14,"You have been gifted to oversee, lead, guard, protect, guide and speak as an authority for a specific ministry or group spread out or diverse in membership/culture. Your oversight of this group will be demanding, but met with spiritual insight."
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,"You have been gifted to oversee, lead, guard and protect a specific ministry or group because of your great faith. That faith will be the deciding factor in many of your decisions and will be foundational for those you lead through challenging times."
Adm 5-14,Lead 5-14,Pas 15-25,Apos 5-14,Faith 5-14,"You have been gifted with the oversight and control of a ministry that the Spirit brought together for you to invest in. Others will look to you for guidance and direction in their mental, spiritual and family lives. "
Adm 5-14,Lead 5-14,Pas 5-14,Apos 15-25,Faith 5-14,"You have been gifted, called and appointed to a high level of prominence because God feels you can serve a diverse group of individuals with a similar focus. This gifting will have you under constant scrutiny, evaluation and attack."
Adm 15-25,Lead 5-14,Pas 15-25,Apos 15-25,Faith 15-25,"You have been gifted with abilities to manage a high profile ministry that oversees, and manages many individuals in multiple ministries. Others seek your guidance because of your unusually strong faith and ability to focus on the organizational needs of many people."
Adm 15-25,Lead 15-25,Pas 5-14,Apos 15-25,Faith 15-25,"You have been gifted with abilities to lead, protect and guard a high profile ministry that oversees, manages and/or leads multiple ministries. Others will seek your guidance because of your unusually strong faith and ability to lead others properly."
Adm 15-25,Lead 15-25,Pas 15-25,Apos 5-14,Faith 15-25,"You have been gifted to lead, protect and guard a ministry that oversees, manages and/or leads many people. Others will seek your guidance because of your unusually strong faith and an ability to translate that faith into caring for and managing the needs of many others."
Adm 5-14,Lead 15-25,Pas 5-14,Apos 15-25,Faith 5-14,"You have been gifted with an ability to lead, protect and guard a large high profile ministry that incorporates a diverse group of people with a similar approach to ministry. Your authority should be seen as a gift and responsibility requiring constant checks on your humility."
Adm 15-25,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,"You have been gifted with an ability to organize, plan, lead, protect and guard a ministry because of your profound faith. Your ability to look at a ministry and see the needs, as well as understand what is required will allow you to communicate when the membership must be objective and when they need to focus on God for direction."
Adm 15-25,Lead 5-14,Pas 15-25,Apos 15-25,Faith 5-14,"You have been gifted with an ability to organize, plan and meet the needs of a specific group or groups of people who are focused on multiple areas of ministry. Your insight will allow growth and stability to a large organization that is focused on meeting niches of God's ministry."
Adm 15-25,Lead 5-14,Pas 5-14,Apos 5-14,Faith 15-25,"You have been gifted with the ability to plan, organize and assist in the administration of a ministry based on your faith and calling. Your insight will be in constant need of those with special gifting to keep them focused on the objective aspects as well as when there is a need for prayer and fasting."
Adm 15-25,Lead 5-14,Pas 15-25,Apos 5-14,Faith 15-25,"You have been gifted with the ability to plan, organize and assist in the oversight and administration of a ministry based on your faith and calling. Your insight will be in constant need of those within the ministry to keep them focused on what needs to be done to increase the kingdom as well as when prayer and fasting are important."
Adm 15-25,Lead 5-14,Pas 5-14,Apos 15-25,Faith 15-25,"You have been gifted with the ability to plan, organize and assist in the oversight and administration of a high profile ministry based on your faith and calling. Your insight will be in constant need of those who manage the individual ministries to keep them focused on what needs to be done to increase the kingdom through faith, prayer and fasting."
Adm 5-14,Lead 15-25,Pas 15-25,Apos 5-14,Faith 5-14,"You have been gifted with an ability to lead, protect and guard a ministry overseeing a group of people with a similar approach to ministry. Your authority should be seen as a gift and responsibility requiring a strong support system of members who can help you fill in the gaps."
Adm 5-14,Lead 15-25,Pas 15-25,Apos 5-14,Faith 15-25,"You have been gifted with strong faith, positioning you to lead, protect and guard a ministry overseeing a group of people with a similar approach to ministry. Your authority will be tested and yet also be a source of strength to those who see you as their leader and depend on your insight to guide them in the ministry process."
Adm 15-25,Lead 5-14,Pas 5-14,Apos 15-25,Faith 5-14,"You have been gifted with the ability to plan, organize and assist in the oversight and administration of a high profile ministry. Your insight will be in constant need of those who manage the individual ministries to keep them focused on what needs to be done to increase the kingdom."
Adm 15-25,Lead 5-14,Pas 15-25,Apos 5-14,Faith 5-14,"You have been gifted with the ability to plan, organize and assist in the oversight and administration of a ministry based on your calling. Your insight will be in constant need of those within the ministry to keep them focused on what needs to be done to increase the reach and dynamics of the ministry."
Adm 5-14,Lead 5-14,Pas 15-25,Apos 5-14,Faith 15-25,"You have been gifted, because of your strong faith, with the oversight and control of a ministry that the Spirit brought together for you to invest in. Others will look to you for guidance and direction in their mental, spiritual and family lives because you will often be able to see things based on your faith which will be worrisome or challenging to them. "
Adm 5-14,Lead 5-14,Pas 15-25,Apos 15-25,Faith 5-14,"You have been gifted with the ability to lead, oversee and control of a high profile ministry that the Spirit brought together for you. Others will look to you to set the tone of this far reaching ministry, as well as guidance and direction in their spiritual efforts. "
Adm 5-14,Lead 15-25,Pas 5-14,Apos 15-25,Faith 15-25,"You have been gifted with an ability to lead, protect and guard a high profile ministry overseeing a diverse group of people with a similar approach to ministry. Your authority should be seen as a gift because of your unusually strong faith and an ability to translate that faith into caring for and managing the needs of many others. Your responsibilities require a strong support system of leaders who can help you fill in the gaps in the various places of ministry."
Adm 5-14,Lead 15-25,Pas 5-14,Apos 5-14,Faith 15-25,"You have been gifted with strong faith, positioning you to lead, protect and guard people with a similar approach to ministry. Your authority may be tested but others will see in you a source of strength as their leader and depend on your insight to guide them in the ministry process."
Heal 15-25,Mir 5-14,Dist 5-14,Tong 5-14,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray and have others receive healing from physical, mental or spiritual oppression. These times come and go based on the specific need of the Holy Spirit to validate His presence in your life or His ministry."
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression or bring about a significant event in a person's life. These times come and go based on the specific need of the Holy Spirit to validate His presence in your life or His ministry."
Heal 15-25,Mir 15-25,Dist 15-25,Tong 5-14,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life as well as distinguish between spirits present. These times come and go based on the specific need of the Holy Spirit to validate His presence in your life or His ministry."
Heal 15-25,Mir 15-25,Dist 15-25,Tong 15-25,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life as well as distinguish between spirits present. You have also been gifted by speaking in an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry."
Heal 15-25,Mir 15-25,Dist 15-25,Tong 15-25,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life as well as distinguish between spirits present. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 5-14,Mir 15-25,Dist 15-25,Tong 15-25,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life as well as distinguish between spirits present. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives.
Heal 5-14,Mir 5-14,Dist 15-25,Tong 15-25,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to distinguish between spirits present and impacting individuals. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives.
Heal 5-14,Mir 5-14,Dist 5-14,Tong 15-25,Inter 15-25,You have been gifted to speak and interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives. This allows you to minister in special ways which are not normally evident to outsiders or some in the Body of Christ.
Heal 5-14,Mir 5-14,Dist 5-14,Tong 5-14,Inter 15-25,You have been gifted to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives. This allows you to minister in special ways which are not normally evident to outsiders or some in the Body of Christ.
Heal 5-14,Mir 5-14,Dist 5-14,Tong 5-14,Inter 5-14,"While you have an ability to display God's authority on occasion, your greatest strengths lie in other categories that better exemplify what God created you to be and the way He created you to serve the body."
Heal 5-14,Mir 15-25,Dist 5-14,Tong 5-14,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life. These times come and go based on the specific need of the Holy Spirit to validate His presence in your life or His ministry.
Heal 15-25,Mir 15-25,Dist 5-14,Tong 15-25,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, and bring about a significant or miraculous event in a person's life. You have also been gifted by speaking in an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry."
Heal 5-14,Mir 15-25,Dist 15-25,Tong 15-25,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life as well as distinguish between spirits present. You have also been gifted by speaking in an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry.
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life. You have also been gifted by interpreting unknown prayer languages to facilitate the Holy Spirit's work in your life or His ministry."
Heal 5-14,Mir 5-14,Dist 15-25,Tong 5-14,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to distinguish between spirits present and impacting people's lives. This gifting will enable you to help others focus on specific needs brought about by spirits that others cannot understand and do not know how to cope with.
Heal 5-14,Mir 5-14,Dist 5-14,Tong 15-25,Inter 5-14,You have been gifted with a special ability to speak in unknown prayer languages which facilitate the Holy Spirit's work in yours and other's lives. This allows you to minister in special ways which are not normally evident to outsiders or some in the Body of Christ.
Heal 15-25,Mir 5-14,Dist 15-25,Tong 15-25,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression and distinguish between spirits which are present and impacting people's lives. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 15-25,Dist 5-14,Tong 15-25,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, and bring about a significant or miraculous event in a person's life. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 15-25,Dist 15-25,Tong 5-14,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life as well as distinguish between spirits present. You have also been gifted with an ability to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 5-14,Mir 15-25,Dist 5-14,Tong 15-25,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life which will have a profound impact on them and those involved in their lives. You have also been gifted by speaking in an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry.
Heal 15-25,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression and bring about a significant event in a person's life. You have also been gifted with an ability to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 5-14,Dist 15-25,Tong 15-25,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression, bring about a significant event in a person's life as well as distinguish between spirits present. You have also been gifted with an ability to speak in an unknown prayer language to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 5-14,Dist 5-14,Tong 5-14,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression. You have also been gifted with an ability to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 5-14,Dist 15-25,Tong 5-14,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression as well as distinguish between spirits present which are impacting others. You have also been gifted with an ability to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 5-14,Dist 5-14,Tong 15-25,Inter 15-25,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression. You have also been gifted by speaking and interpreting unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 5-14,Mir 15-25,Dist 15-25,Tong 5-14,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life as well as distinguish between spirits present. These gifts will be used to expand or facilitate the Holy Spirit's work in your life or His ministry.
Heal 5-14,Mir 15-25,Dist 15-25,Tong 5-14,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life as well as distinguish between spirits present. You have also been gifted by having the ability to interpret an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry.
Heal 15-25,Mir 5-14,Dist 5-14,Tong 15-25,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression. You have also been gifted by speaking in unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives."
Heal 15-25,Mir 5-14,Dist 15-25,Tong 5-14,Inter 5-14,"You have been gifted for special dispensations of grace by the Holy Spirit to pray, have others receive healing from physical, mental or spiritual oppression as well as distinguish between spirits present which are impacting others. These abilities have been given to you to facilitate the Holy Spirit's work in yours and other's lives."
Heal 5-14,Mir 5-14,Dist 15-25,Tong 5-14,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to distinguish between spirits present which are impacting others. You have also been gifted with an ability to interpret unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives.
Heal 5-14,Mir 5-14,Dist 15-25,Tong 15-25,Inter 5-14,You have been gifted for special dispensations of grace by the Holy Spirit to distinguish between spirits present which are impacting others. You have also been gifted with an ability to speak in unknown prayer languages to facilitate the Holy Spirit's work in yours and other's lives.
Heal 5-14,Mir 15-25,Dist 5-14,Tong 15-25,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life which will have a profound impact on them and those involved in their lives. You have also been gifted by speaking and interpreting unknown tongues or prayer languages to facilitate the Holy Spirit's work in your life or His ministry.
Heal 5-14,Mir 15-25,Dist 5-14,Tong 5-14,Inter 15-25,You have been gifted for special dispensations of grace by the Holy Spirit to bring about a significant or miraculous event in a person's life which will have a profound impact on them and those involved in their lives. You have also been gifted by interpreting an unknown prayer language to facilitate the Holy Spirit's work in your life or His ministry.
